feature,fold_count,selected_count,mean_abs_coefficient,selection_rate,horizon_months,model_name,feature_block
current_bvps,29,29,0.0023555176455957024,1.0,6,ridge_bridge,bvps_lags
month_of_year,29,29,0.0014624093740217296,1.0,6,ridge_bridge,bvps_lags
bvps_growth_ytd,29,29,0.0012639738438721356,1.0,6,ridge_bridge,bvps_lags
bvps_growth_6m,29,29,0.001220880858654502,1.0,6,ridge_bridge,bvps_lags
bvps_growth_3m,29,29,0.0009544782880725321,1.0,6,ridge_bridge,bvps_lags
q4_flag,29,29,0.0009453124127746491,1.0,6,ridge_bridge,bvps_lags
bvps_yoy_dollar_change,29,29,0.0009396008839108923,1.0,6,ridge_bridge,bvps_lags
dividend_season_flag,29,29,0.0007905583339106862,1.0,6,ridge_bridge,bvps_lags
bvps_growth_1m,29,29,0.0005846208619170322,1.0,6,ridge_bridge,bvps_lags
bvps_growth_6m,29,29,0.029427600201325437,1.0,6,elastic_net_bridge,bvps_lags
current_bvps,29,27,0.05048056831500143,0.9310344827586207,6,elastic_net_bridge,bvps_lags
bvps_growth_ytd,29,27,0.030781663926960016,0.9310344827586207,6,elastic_net_bridge,bvps_lags
month_of_year,29,26,0.014766534070708007,0.896551724137931,6,elastic_net_bridge,bvps_lags
dividend_season_flag,29,26,0.005733009343234738,0.896551724137931,6,elastic_net_bridge,bvps_lags
bvps_growth_3m,29,21,0.006529350637068229,0.7241379310344828,6,elastic_net_bridge,bvps_lags
bvps_yoy_dollar_change,29,20,0.01786808642466877,0.6896551724137931,6,elastic_net_bridge,bvps_lags
bvps_growth_1m,29,18,0.0032052105659181934,0.6206896551724138,6,elastic_net_bridge,bvps_lags
q4_flag,29,17,0.0078866225106973,0.5862068965517241,6,elastic_net_bridge,bvps_lags
pgr_premium_to_surplus,29,29,0.0015498638321353995,1.0,6,ridge_bridge,accounting_core
monthly_combined_ratio_delta,29,29,0.0014500553799542632,1.0,6,ridge_bridge,accounting_core
pif_growth_yoy,29,29,0.0013442061822136271,1.0,6,ridge_bridge,accounting_core
buyback_yield,29,29,0.001019235944006249,1.0,6,ridge_bridge,accounting_core
combined_ratio_ttm,29,29,0.0010158845761620492,1.0,6,ridge_bridge,accounting_core
underwriting_margin_ttm,29,29,0.0009936933980451246,1.0,6,ridge_bridge,accounting_core
underwriting_income_growth_yoy,29,29,0.000946864965103076,1.0,6,ridge_bridge,accounting_core
unrealized_gain_pct_equity,29,29,0.0009445264350767972,1.0,6,ridge_bridge,accounting_core
realized_gain_to_net_income_ratio,29,29,0.0008910654308287895,1.0,6,ridge_bridge,accounting_core
npw_growth_yoy,29,29,0.0007156000847979441,1.0,6,ridge_bridge,accounting_core
investment_book_yield,29,20,0.000890625913344683,0.6896551724137931,6,ridge_bridge,accounting_core
monthly_combined_ratio_delta,29,29,0.022376654741296527,1.0,6,elastic_net_bridge,accounting_core
underwriting_income_growth_yoy,29,28,0.009157747014197639,0.9655172413793104,6,elastic_net_bridge,accounting_core
realized_gain_to_net_income_ratio,29,27,0.01671009814764736,0.9310344827586207,6,elastic_net_bridge,accounting_core
buyback_yield,29,27,0.013001572938204479,0.9310344827586207,6,elastic_net_bridge,accounting_core
pgr_premium_to_surplus,29,26,0.0543938881029015,0.896551724137931,6,elastic_net_bridge,accounting_core
unrealized_gain_pct_equity,29,25,0.015830987692678267,0.8620689655172413,6,elastic_net_bridge,accounting_core
pif_growth_yoy,29,23,0.02020630726490728,0.7931034482758621,6,elastic_net_bridge,accounting_core
npw_growth_yoy,29,22,0.007422696927813813,0.7586206896551724,6,elastic_net_bridge,accounting_core
investment_book_yield,29,20,0.013818138997044281,0.6896551724137931,6,elastic_net_bridge,accounting_core
combined_ratio_ttm,29,16,0.019850279899492503,0.5517241379310345,6,elastic_net_bridge,accounting_core
underwriting_margin_ttm,29,12,0.011850393534291848,0.41379310344827586,6,elastic_net_bridge,accounting_core
premium_to_surplus_x_cr_delta,29,29,0.0015776857969571707,1.0,6,ridge_bridge,logical_interactions
unrealized_gain_x_real_rate,29,29,0.0009237551932934786,1.0,6,ridge_bridge,logical_interactions
buyback_yield_x_bvps_growth_3m,29,29,0.0008503623417790024,1.0,6,ridge_bridge,logical_interactions
buyback_yield_x_pb_ratio,29,29,0.0007953598874582882,1.0,6,ridge_bridge,logical_interactions
premium_growth_x_underwriting_margin,29,29,0.0007401421401268773,1.0,6,ridge_bridge,logical_interactions
investment_yield_x_bvps,29,20,0.002059290884766246,0.6896551724137931,6,ridge_bridge,logical_interactions
premium_to_surplus_x_cr_delta,29,29,0.02884149927457542,1.0,6,elastic_net_bridge,logical_interactions
buyback_yield_x_bvps_growth_3m,29,29,0.01503406743159589,1.0,6,elastic_net_bridge,logical_interactions
unrealized_gain_x_real_rate,29,28,0.018419051508173558,0.9655172413793104,6,elastic_net_bridge,logical_interactions
premium_growth_x_underwriting_margin,29,26,0.00781798014699483,0.896551724137931,6,elastic_net_bridge,logical_interactions
buyback_yield_x_pb_ratio,29,26,0.00745957950915696,0.896551724137931,6,elastic_net_bridge,logical_interactions
investment_yield_x_bvps,29,16,0.03254784884836095,0.5517241379310345,6,elastic_net_bridge,logical_interactions
current_bvps,29,29,0.0021435562490824483,1.0,6,ridge_bridge,bridge_combined
pgr_premium_to_surplus,29,29,0.001425514029340116,1.0,6,ridge_bridge,bridge_combined
month_of_year,29,29,0.00139184351725076,1.0,6,ridge_bridge,bridge_combined
premium_to_surplus_x_cr_delta,29,29,0.0013874959816939753,1.0,6,ridge_bridge,bridge_combined
monthly_combined_ratio_delta,29,29,0.0012912188991835178,1.0,6,ridge_bridge,bridge_combined
pif_growth_yoy,29,29,0.0012518104126513895,1.0,6,ridge_bridge,bridge_combined
bvps_growth_ytd,29,29,0.0012458643060239364,1.0,6,ridge_bridge,bridge_combined
bvps_growth_6m,29,29,0.0012196224493622523,1.0,6,ridge_bridge,bridge_combined
combined_ratio_ttm,29,29,0.0009326218806031211,1.0,6,ridge_bridge,bridge_combined
bvps_growth_3m,29,29,0.0009248794727062105,1.0,6,ridge_bridge,bridge_combined
buyback_yield,29,29,0.0009159812837094146,1.0,6,ridge_bridge,bridge_combined
underwriting_margin_ttm,29,29,0.0009061855272359244,1.0,6,ridge_bridge,bridge_combined
q4_flag,29,29,0.0009057508509889577,1.0,6,ridge_bridge,bridge_combined
underwriting_income_growth_yoy,29,29,0.0008971644985534767,1.0,6,ridge_bridge,bridge_combined
bvps_yoy_dollar_change,29,29,0.0008638856477759053,1.0,6,ridge_bridge,bridge_combined
unrealized_gain_pct_equity,29,29,0.0008634017318698139,1.0,6,ridge_bridge,bridge_combined
realized_gain_to_net_income_ratio,29,29,0.0008509299169401008,1.0,6,ridge_bridge,bridge_combined
unrealized_gain_x_real_rate,29,29,0.0008474882714676955,1.0,6,ridge_bridge,bridge_combined
dividend_season_flag,29,29,0.0007751753891761177,1.0,6,ridge_bridge,bridge_combined
buyback_yield_x_bvps_growth_3m,29,29,0.0007524615842160063,1.0,6,ridge_bridge,bridge_combined
buyback_yield_x_pb_ratio,29,29,0.0006968001234894556,1.0,6,ridge_bridge,bridge_combined
npw_growth_yoy,29,29,0.0006512770969879893,1.0,6,ridge_bridge,bridge_combined
premium_growth_x_underwriting_margin,29,29,0.0006342005181551275,1.0,6,ridge_bridge,bridge_combined
bvps_growth_1m,29,29,0.0005556987134772139,1.0,6,ridge_bridge,bridge_combined
investment_yield_x_bvps,29,20,0.001865407257204531,0.6896551724137931,6,ridge_bridge,bridge_combined
investment_book_yield,29,20,0.0008485267670472664,0.6896551724137931,6,ridge_bridge,bridge_combined
pgr_premium_to_surplus,29,27,0.03101113989948871,0.9310344827586207,6,elastic_net_bridge,bridge_combined
bvps_growth_ytd,29,25,0.02612319853198309,0.8620689655172413,6,elastic_net_bridge,bridge_combined
bvps_growth_6m,29,24,0.028391975708729002,0.8275862068965517,6,elastic_net_bridge,bridge_combined
underwriting_income_growth_yoy,29,24,0.004617109319583656,0.8275862068965517,6,elastic_net_bridge,bridge_combined
current_bvps,29,23,0.03497365250923657,0.7931034482758621,6,elastic_net_bridge,bridge_combined
bvps_yoy_dollar_change,29,22,0.0172419599696945,0.7586206896551724,6,elastic_net_bridge,bridge_combined
bvps_growth_1m,29,22,0.006120653029325268,0.7586206896551724,6,elastic_net_bridge,bridge_combined
realized_gain_to_net_income_ratio,29,21,0.012043193229788956,0.7241379310344828,6,elastic_net_bridge,bridge_combined
npw_growth_yoy,29,21,0.005246429276840026,0.7241379310344828,6,elastic_net_bridge,bridge_combined
dividend_season_flag,29,21,0.0042357339038154316,0.7241379310344828,6,elastic_net_bridge,bridge_combined
unrealized_gain_pct_equity,29,20,0.011711103836077992,0.6896551724137931,6,elastic_net_bridge,bridge_combined
unrealized_gain_x_real_rate,29,19,0.012671488229617722,0.6551724137931034,6,elastic_net_bridge,bridge_combined
month_of_year,29,19,0.01066253856362315,0.6551724137931034,6,elastic_net_bridge,bridge_combined
buyback_yield_x_bvps_growth_3m,29,18,0.006395371538259437,0.6206896551724138,6,elastic_net_bridge,bridge_combined
premium_to_surplus_x_cr_delta,29,17,0.006081061134604475,0.5862068965517241,6,elastic_net_bridge,bridge_combined
bvps_growth_3m,29,17,0.005058967287768953,0.5862068965517241,6,elastic_net_bridge,bridge_combined
pif_growth_yoy,29,16,0.006044146070378826,0.5517241379310345,6,elastic_net_bridge,bridge_combined
q4_flag,29,15,0.00797693610657215,0.5172413793103449,6,elastic_net_bridge,bridge_combined
buyback_yield_x_pb_ratio,29,15,0.005631160523563697,0.5172413793103449,6,elastic_net_bridge,bridge_combined
underwriting_margin_ttm,29,13,0.009899218656887587,0.4482758620689655,6,elastic_net_bridge,bridge_combined
monthly_combined_ratio_delta,29,13,0.00850950769978444,0.4482758620689655,6,elastic_net_bridge,bridge_combined
investment_yield_x_bvps,29,11,0.018178302208021437,0.3793103448275862,6,elastic_net_bridge,bridge_combined
combined_ratio_ttm,29,10,0.008157968511879088,0.3448275862068966,6,elastic_net_bridge,bridge_combined
investment_book_yield,29,9,0.007041156251679442,0.3103448275862069,6,elastic_net_bridge,bridge_combined
buyback_yield,29,7,0.0004090407514956734,0.2413793103448276,6,elastic_net_bridge,bridge_combined
premium_growth_x_underwriting_margin,29,4,0.0024446272879909384,0.13793103448275862,6,elastic_net_bridge,bridge_combined
current_bvps,27,27,0.0044674783761915575,1.0,12,ridge_bridge,bvps_lags
bvps_yoy_dollar_change,27,27,0.001510919196894009,1.0,12,ridge_bridge,bvps_lags
bvps_growth_ytd,27,27,0.0013410060522632008,1.0,12,ridge_bridge,bvps_lags
bvps_growth_6m,27,27,0.0010165288139215433,1.0,12,ridge_bridge,bvps_lags
bvps_growth_3m,27,27,0.0008820450887566715,1.0,12,ridge_bridge,bvps_lags
bvps_growth_1m,27,27,0.0006607219908087475,1.0,12,ridge_bridge,bvps_lags
month_of_year,27,27,0.0003906094869424071,1.0,12,ridge_bridge,bvps_lags
dividend_season_flag,27,27,0.0003387152520512546,1.0,12,ridge_bridge,bvps_lags
q4_flag,27,27,0.0003335226801823404,1.0,12,ridge_bridge,bvps_lags
current_bvps,27,26,0.08774178477725102,0.9629629629629629,12,elastic_net_bridge,bvps_lags
bvps_growth_ytd,27,25,0.02640369951384285,0.9259259259259259,12,elastic_net_bridge,bvps_lags
bvps_yoy_dollar_change,27,24,0.029019294760649034,0.8888888888888888,12,elastic_net_bridge,bvps_lags
month_of_year,27,24,0.011859374743218723,0.8888888888888888,12,elastic_net_bridge,bvps_lags
bvps_growth_1m,27,24,0.0050915641603360776,0.8888888888888888,12,elastic_net_bridge,bvps_lags
bvps_growth_6m,27,22,0.014859783501045505,0.8148148148148148,12,elastic_net_bridge,bvps_lags
dividend_season_flag,27,21,0.004843061688770043,0.7777777777777778,12,elastic_net_bridge,bvps_lags
bvps_growth_3m,27,20,0.009741872065020458,0.7407407407407407,12,elastic_net_bridge,bvps_lags
q4_flag,27,8,0.0028515389751259256,0.2962962962962963,12,elastic_net_bridge,bvps_lags
combined_ratio_ttm,27,27,0.0024134847192514436,1.0,12,ridge_bridge,accounting_core
pif_growth_yoy,27,27,0.002356876727640158,1.0,12,ridge_bridge,accounting_core
underwriting_margin_ttm,27,27,0.002346406860602171,1.0,12,ridge_bridge,accounting_core
pgr_premium_to_surplus,27,27,0.0017511655031671933,1.0,12,ridge_bridge,accounting_core
unrealized_gain_pct_equity,27,27,0.0017172623884224724,1.0,12,ridge_bridge,accounting_core
buyback_yield,27,27,0.0016531255563657491,1.0,12,ridge_bridge,accounting_core
monthly_combined_ratio_delta,27,27,0.0015297537021340614,1.0,12,ridge_bridge,accounting_core
realized_gain_to_net_income_ratio,27,27,0.0013833621112839733,1.0,12,ridge_bridge,accounting_core
underwriting_income_growth_yoy,27,27,0.0011022680413105385,1.0,12,ridge_bridge,accounting_core
npw_growth_yoy,27,27,0.0009971749364987871,1.0,12,ridge_bridge,accounting_core
investment_book_yield,27,18,0.0010822754241784172,0.6666666666666666,12,ridge_bridge,accounting_core
pgr_premium_to_surplus,27,26,0.04402497834744563,0.9629629629629629,12,elastic_net_bridge,accounting_core
monthly_combined_ratio_delta,27,25,0.023381155189971477,0.9259259259259259,12,elastic_net_bridge,accounting_core
realized_gain_to_net_income_ratio,27,24,0.026380804139352464,0.8888888888888888,12,elastic_net_bridge,accounting_core
buyback_yield,27,24,0.012708119167530443,0.8888888888888888,12,elastic_net_bridge,accounting_core
pif_growth_yoy,27,23,0.0317772619044619,0.8518518518518519,12,elastic_net_bridge,accounting_core
npw_growth_yoy,27,23,0.0051816944527218675,0.8518518518518519,12,elastic_net_bridge,accounting_core
underwriting_income_growth_yoy,27,22,0.008034143975526173,0.8148148148148148,12,elastic_net_bridge,accounting_core
unrealized_gain_pct_equity,27,21,0.01883873620585279,0.7777777777777778,12,elastic_net_bridge,accounting_core
investment_book_yield,27,18,0.016850564475452405,0.6666666666666666,12,elastic_net_bridge,accounting_core
combined_ratio_ttm,27,14,0.03114480513795437,0.5185185185185185,12,elastic_net_bridge,accounting_core
underwriting_margin_ttm,27,9,0.018901234173039835,0.3333333333333333,12,elastic_net_bridge,accounting_core
buyback_yield_x_pb_ratio,27,27,0.0016183541471165791,1.0,12,ridge_bridge,logical_interactions
unrealized_gain_x_real_rate,27,27,0.0016064172191146916,1.0,12,ridge_bridge,logical_interactions
premium_to_surplus_x_cr_delta,27,27,0.001280526658762385,1.0,12,ridge_bridge,logical_interactions
premium_growth_x_underwriting_margin,27,27,0.000966989597653757,1.0,12,ridge_bridge,logical_interactions
buyback_yield_x_bvps_growth_3m,27,27,0.0007133262053045527,1.0,12,ridge_bridge,logical_interactions
investment_yield_x_bvps,27,18,0.003196653251210845,0.6666666666666666,12,ridge_bridge,logical_interactions
unrealized_gain_x_real_rate,27,26,0.030496981427736804,0.9629629629629629,12,elastic_net_bridge,logical_interactions
buyback_yield_x_pb_ratio,27,25,0.018531813326226502,0.9259259259259259,12,elastic_net_bridge,logical_interactions
premium_to_surplus_x_cr_delta,27,24,0.02403910788766866,0.8888888888888888,12,elastic_net_bridge,logical_interactions
buyback_yield_x_bvps_growth_3m,27,24,0.010466033630194898,0.8888888888888888,12,elastic_net_bridge,logical_interactions
premium_growth_x_underwriting_margin,27,23,0.006102500898871068,0.8518518518518519,12,elastic_net_bridge,logical_interactions
investment_yield_x_bvps,27,17,0.05153096041609461,0.6296296296296297,12,elastic_net_bridge,logical_interactions
current_bvps,27,27,0.003962696119949535,1.0,12,ridge_bridge,bridge_combined
combined_ratio_ttm,27,27,0.00220620649469952,1.0,12,ridge_bridge,bridge_combined
pif_growth_yoy,27,27,0.002139772234520442,1.0,12,ridge_bridge,bridge_combined
underwriting_margin_ttm,27,27,0.002138365985506518,1.0,12,ridge_bridge,bridge_combined
pgr_premium_to_surplus,27,27,0.001640608926231681,1.0,12,ridge_bridge,bridge_combined
unrealized_gain_pct_equity,27,27,0.001544548092773543,1.0,12,ridge_bridge,bridge_combined
buyback_yield,27,27,0.001474935532256749,1.0,12,ridge_bridge,bridge_combined
monthly_combined_ratio_delta,27,27,0.0013711573684451763,1.0,12,ridge_bridge,bridge_combined
unrealized_gain_x_real_rate,27,27,0.0013583788576842007,1.0,12,ridge_bridge,bridge_combined
buyback_yield_x_pb_ratio,27,27,0.0013534798911649566,1.0,12,ridge_bridge,bridge_combined
realized_gain_to_net_income_ratio,27,27,0.0012995049652361093,1.0,12,ridge_bridge,bridge_combined
bvps_yoy_dollar_change,27,27,0.001286364005870153,1.0,12,ridge_bridge,bridge_combined
bvps_growth_ytd,27,27,0.0012593999646877882,1.0,12,ridge_bridge,bridge_combined
premium_to_surplus_x_cr_delta,27,27,0.0011119389276430713,1.0,12,ridge_bridge,bridge_combined
underwriting_income_growth_yoy,27,27,0.0010189846696495447,1.0,12,ridge_bridge,bridge_combined
bvps_growth_6m,27,27,0.0009807847642013827,1.0,12,ridge_bridge,bridge_combined
npw_growth_yoy,27,27,0.0008721808937218362,1.0,12,ridge_bridge,bridge_combined
bvps_growth_3m,27,27,0.0008457529213497833,1.0,12,ridge_bridge,bridge_combined
premium_growth_x_underwriting_margin,27,27,0.0007728832104736684,1.0,12,ridge_bridge,bridge_combined
buyback_yield_x_bvps_growth_3m,27,27,0.0006656900605010966,1.0,12,ridge_bridge,bridge_combined
bvps_growth_1m,27,27,0.000626611644914146,1.0,12,ridge_bridge,bridge_combined
month_of_year,27,27,0.00036903861917069814,1.0,12,ridge_bridge,bridge_combined
dividend_season_flag,27,27,0.00031265519320279356,1.0,12,ridge_bridge,bridge_combined
q4_flag,27,27,0.00030747049082730155,1.0,12,ridge_bridge,bridge_combined
investment_yield_x_bvps,27,18,0.0028224441015151647,0.6666666666666666,12,ridge_bridge,bridge_combined
investment_book_yield,27,18,0.0010129697858101783,0.6666666666666666,12,ridge_bridge,bridge_combined
pgr_premium_to_surplus,27,24,0.030063493260647615,0.8888888888888888,12,elastic_net_bridge,bridge_combined
bvps_growth_ytd,27,24,0.024506264786896166,0.8888888888888888,12,elastic_net_bridge,bridge_combined
pif_growth_yoy,27,23,0.021902007257544195,0.8518518518518519,12,elastic_net_bridge,bridge_combined
month_of_year,27,23,0.007940434215731857,0.8518518518518519,12,elastic_net_bridge,bridge_combined
bvps_growth_1m,27,23,0.005406356658566038,0.8518518518518519,12,elastic_net_bridge,bridge_combined
dividend_season_flag,27,22,0.00401602615831729,0.8148148148148148,12,elastic_net_bridge,bridge_combined
current_bvps,27,21,0.05352490634197357,0.7777777777777778,12,elastic_net_bridge,bridge_combined
realized_gain_to_net_income_ratio,27,21,0.02455994405395625,0.7777777777777778,12,elastic_net_bridge,bridge_combined
underwriting_income_growth_yoy,27,21,0.004419965691193622,0.7777777777777778,12,elastic_net_bridge,bridge_combined
bvps_yoy_dollar_change,27,18,0.01563578106535864,0.6666666666666666,12,elastic_net_bridge,bridge_combined
buyback_yield,27,18,0.013888477679261955,0.6666666666666666,12,elastic_net_bridge,bridge_combined
npw_growth_yoy,27,18,0.0070063805846400495,0.6666666666666666,12,elastic_net_bridge,bridge_combined
bvps_growth_6m,27,17,0.013647074962645646,0.6296296296296297,12,elastic_net_bridge,bridge_combined
buyback_yield_x_bvps_growth_3m,27,17,0.006713580338896594,0.6296296296296297,12,elastic_net_bridge,bridge_combined
bvps_growth_3m,27,17,0.005976698172732999,0.6296296296296297,12,elastic_net_bridge,bridge_combined
premium_to_surplus_x_cr_delta,27,15,0.011944826530874038,0.5555555555555556,12,elastic_net_bridge,bridge_combined
unrealized_gain_x_real_rate,27,14,0.011432330161654668,0.5185185185185185,12,elastic_net_bridge,bridge_combined
combined_ratio_ttm,27,13,0.025691465578002642,0.48148148148148145,12,elastic_net_bridge,bridge_combined
monthly_combined_ratio_delta,27,13,0.02349944523203567,0.48148148148148145,12,elastic_net_bridge,bridge_combined
underwriting_margin_ttm,27,13,0.009204187248352487,0.48148148148148145,12,elastic_net_bridge,bridge_combined
investment_book_yield,27,12,0.012235700221095321,0.4444444444444444,12,elastic_net_bridge,bridge_combined
q4_flag,27,11,0.0030335835086199854,0.4074074074074074,12,elastic_net_bridge,bridge_combined
investment_yield_x_bvps,27,10,0.027155584066204583,0.37037037037037035,12,elastic_net_bridge,bridge_combined
buyback_yield_x_pb_ratio,27,10,0.014688918952833599,0.37037037037037035,12,elastic_net_bridge,bridge_combined
unrealized_gain_pct_equity,27,10,0.006874622208940799,0.37037037037037035,12,elastic_net_bridge,bridge_combined
premium_growth_x_underwriting_margin,27,6,0.0056816181490378205,0.2222222222222222,12,elastic_net_bridge,bridge_combined
